date,equipment_id,equipment_name,site,area,vibration_mm_s,bearing_temp_c,oil_pressure_bar,hours_since_service,defects_flagged,will_fail
2026-04-08,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.43,55.7,4.86,1407,0,0
2026-04-09,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.49,56.3,4.94,1420,0,0
2026-04-10,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.31,56.0,4.81,1426,0,0
2026-04-11,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.34,54.2,4.91,1440,0,0
2026-04-12,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.33,55.8,4.87,1447,0,0
2026-04-13,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.52,55.8,4.78,1458,0,0
2026-04-14,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.46,54.4,4.84,1468,0,0
2026-04-15,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.58,55.8,4.96,1481,0,0
2026-04-16,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.5,57.2,4.79,1488,0,0
2026-04-17,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.54,55.6,4.94,1500,0,0
2026-04-18,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.52,56.4,4.89,1508,0,0
2026-04-19,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.56,57.3,4.81,1518,0,0
2026-04-20,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.66,55.4,4.8,1531,0,0
2026-04-21,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.49,57.7,4.86,1537,0,0
2026-04-22,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.46,57.3,4.85,1549,0,0
2026-04-23,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.66,55.5,4.83,1555,0,0
2026-04-24,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.56,57.9,4.75,1563,0,0
2026-04-25,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.77,55.5,4.77,1570,0,0
2026-04-26,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.52,57.7,4.82,1581,0,0
2026-04-27,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.71,57.6,4.73,1592,1,0
2026-04-28,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.63,57.1,4.77,1600,0,0
2026-04-29,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.58,58.5,4.82,1614,0,0
2026-04-30,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.78,57.1,4.88,1621,0,0
2026-05-01,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.64,57.0,4.85,1635,0,0
2026-05-02,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.57,58.5,4.73,1643,0,0
2026-05-03,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.87,57.4,4.83,1650,0,0
2026-05-04,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.6,56.6,4.83,1664,0,0
2026-05-05,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.61,57.2,4.67,1671,0,0
2026-05-06,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.88,57.0,4.73,1678,0,0
2026-05-07,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.8,57.6,4.83,1687,0,0
2026-05-08,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.86,58.2,4.8,1697,1,0
2026-05-09,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.86,59.5,4.83,1710,0,0
2026-05-10,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.94,57.3,4.72,1722,0,0
2026-05-11,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.9,57.8,4.73,1736,0,0
2026-05-12,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.85,57.1,4.7,1743,0,0
2026-05-13,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.9,59.6,4.68,1755,0,0
2026-05-14,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.73,59.7,4.72,1766,0,0
2026-05-15,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.75,58.6,4.75,1773,0,0
2026-05-16,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.02,59.6,4.79,1781,0,0
2026-05-17,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.92,60.4,4.64,1793,0,0
2026-05-18,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.93,58.4,4.76,1805,0,0
2026-05-19,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.06,59.2,4.63,1818,0,0
2026-05-20,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.96,58.2,4.62,1824,1,0
2026-05-21,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.84,59.7,4.66,1834,0,0
2026-05-22,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.03,60.2,4.75,1843,0,0
2026-05-23,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.97,60.5,4.69,1849,1,0
2026-05-24,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.1,59.3,4.64,1861,1,0
2026-05-25,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.03,60.6,4.75,1869,0,0
2026-05-26,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.99,58.7,4.7,1883,0,0
2026-05-27,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.12,59.9,4.64,1896,0,0
2026-05-28,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.1,59.4,4.57,1902,0,0
2026-05-29,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.06,60.9,4.68,1914,0,0
2026-05-30,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.0,60.7,4.6,1924,0,0
2026-05-31,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.0,59.8,4.55,1935,1,0
2026-06-01,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.07,60.2,4.54,1948,0,0
2026-06-02,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.05,60.7,4.7,1955,0,0
2026-06-03,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.19,61.1,4.56,1965,0,0
2026-06-04,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.21,61.5,4.69,1979,0,0
2026-06-05,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.14,61.7,4.65,1986,0,0
2026-06-06,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.06,61.1,4.62,1998,0,0
2026-06-07,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.08,61.9,4.6,2012,0,0
2026-06-08,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.16,61.6,4.62,2018,0,0
2026-06-09,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.16,61.6,4.67,2031,0,0
2026-06-10,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.28,62.5,4.68,2037,0,0
2026-06-11,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.08,61.9,4.55,2049,0,0
2026-06-12,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.24,62.5,4.54,2059,0,0
2026-06-13,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.18,60.4,4.52,2068,0,0
2026-06-14,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.37,61.4,4.66,2077,0,0
2026-06-15,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.33,62.2,4.51,2083,1,0
2026-06-16,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.35,60.6,4.59,2090,0,0
2026-06-17,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.31,60.7,4.65,2098,0,0
2026-06-18,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.16,62.5,4.58,2112,0,0
2026-06-19,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.17,63.0,4.52,2124,0,0
2026-06-20,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.21,61.0,4.49,2134,0,0
2026-06-21,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.3,61.9,4.64,2145,0,0
2026-06-22,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.25,63.2,4.47,2158,1,0
2026-06-23,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.47,62.8,4.6,2164,0,0
2026-06-24,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.36,62.0,4.62,2175,0,0
2026-06-25,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.27,62.5,4.43,2187,0,0
2026-06-26,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.5,63.5,4.48,2195,0,0
2026-06-27,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,3.46,62.6,4.42,2202,0,0
2026-03-30,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.58,58.2,5.7,542,1,0
2026-03-31,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.39,58.7,5.75,550,1,0
2026-04-01,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.56,57.2,5.67,558,0,0
2026-04-02,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.5,58.4,5.76,568,0,0
2026-04-03,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.5,57.3,5.69,580,0,0
2026-04-04,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.49,59.9,5.79,589,0,0
2026-04-05,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.64,57.7,5.68,601,0,0
2026-04-06,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.5,59.0,5.6,615,0,0
2026-04-07,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.66,57.7,5.74,624,0,0
2026-04-08,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.69,58.6,5.68,633,0,0
2026-04-09,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.68,58.8,5.67,641,1,0
2026-04-10,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.62,58.4,5.7,654,0,0
2026-04-11,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.79,58.9,5.62,666,0,0
2026-04-12,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.54,58.0,5.64,675,0,0
2026-04-13,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.72,60.3,5.71,681,1,0
2026-04-14,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.83,60.0,5.59,695,0,0
2026-04-15,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.69,59.1,5.65,702,0,0
2026-04-16,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.59,58.3,5.58,712,0,0
2026-04-17,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.83,60.1,5.7,722,0,0
2026-04-18,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.8,59.8,5.74,736,0,0
2026-04-19,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.6,58.9,5.59,742,0,0
2026-04-20,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.63,61.2,5.64,755,0,0
2026-04-21,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.76,61.1,5.71,762,0,0
2026-04-22,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.87,60.9,5.69,771,0,0
2026-04-23,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.8,60.0,5.54,784,1,0
2026-04-24,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.85,60.9,5.6,791,0,0
2026-04-25,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.9,60.9,5.61,801,1,0
2026-04-26,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.86,61.9,5.58,809,0,0
2026-04-27,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.77,59.3,5.52,821,0,0
2026-04-28,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.92,60.4,5.51,830,0,0
2026-04-29,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.92,61.3,5.52,843,0,0
2026-04-30,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.98,61.2,5.57,850,0,0
2026-05-01,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.99,60.9,5.6,862,0,0
2026-05-02,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.79,61.5,5.5,876,0,0
2026-05-03,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.95,60.1,5.58,890,0,0
2026-05-04,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.99,60.6,5.67,900,0,0
2026-05-05,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.78,60.1,5.48,907,0,0
2026-05-06,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.99,62.4,5.54,914,1,0
2026-05-07,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.93,62.4,5.63,920,0,0
2026-05-08,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.97,61.5,5.59,930,0,0
2026-05-09,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.87,60.4,5.65,940,0,0
2026-05-10,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.82,60.6,5.48,953,0,0
2026-05-11,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.05,62.5,5.51,964,0,0
2026-05-12,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.08,60.7,5.47,973,1,0
2026-05-13,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.11,61.2,5.57,982,0,0
2026-05-14,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,2.92,61.5,5.52,995,0,0
2026-05-15,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.1,62.0,5.52,1001,0,0
2026-05-16,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.06,63.3,5.43,1007,0,0
2026-05-17,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.02,62.4,5.53,1021,1,0
2026-05-18,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.06,63.1,5.6,1034,1,0
2026-05-19,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.09,62.7,5.46,1046,0,0
2026-05-20,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.12,62.5,5.49,1054,0,0
2026-05-21,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.01,61.9,5.58,1065,0,0
2026-05-22,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.09,64.0,5.54,1077,0,0
2026-05-23,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.18,63.8,5.55,1085,0,0
2026-05-24,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.17,61.9,5.43,1098,0,0
2026-05-25,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.08,62.2,5.39,1104,0,0
2026-05-26,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.05,64.3,5.48,1111,0,0
2026-05-27,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.18,63.2,5.57,1122,0,0
2026-05-28,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.29,64.4,5.54,1129,0,0
2026-05-29,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.17,64.5,5.39,1136,0,0
2026-05-30,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.07,63.7,5.46,1144,0,0
2026-05-31,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.1,63.0,5.45,1158,0,0
2026-06-01,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.17,64.7,5.38,1167,0,0
2026-06-02,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.15,64.7,5.42,1181,0,0
2026-06-03,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.21,64.3,5.39,1195,0,0
2026-06-04,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.22,63.7,5.43,1209,1,0
2026-06-05,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.15,62.6,5.5,1216,0,0
2026-06-06,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.17,62.8,5.48,1224,0,0
2026-06-07,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.34,64.7,5.43,1234,0,0
2026-06-08,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.4,65.0,5.38,1245,1,0
2026-06-09,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.43,65.0,5.41,1254,0,0
2026-06-10,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.29,64.0,5.48,1266,0,0
2026-06-11,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.33,64.3,5.45,1274,0,0
2026-06-12,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.34,64.1,5.37,1282,1,0
2026-06-13,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.27,65.8,5.36,1294,0,0
2026-06-14,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.32,65.2,5.37,1300,0,0
2026-06-15,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.39,63.5,5.36,1309,0,0
2026-06-16,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.5,65.4,5.39,1318,0,0
2026-06-17,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.45,65.6,5.42,1332,0,0
2026-06-18,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.31,66.0,5.37,1340,0,0
2026-06-19,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.28,66.5,5.37,1353,0,0
2026-06-20,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.44,66.2,5.44,1366,0,0
2026-06-21,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.57,66.2,5.35,1374,0,0
2026-06-22,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.33,66.2,5.43,1381,1,0
2026-06-23,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.35,65.8,5.44,1388,0,0
2026-06-24,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.49,64.4,5.28,1399,0,0
2026-06-25,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.34,64.8,5.4,1411,0,0
2026-06-26,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.4,66.9,5.34,1418,0,0
2026-06-27,EQ-MTR-01,Ball Mill Motor M-9,Rampura Agucha Mine,Crusher Plant,3.49,65.4,5.33,1429,0,0
2026-03-30,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.2,52.6,5.09,1131,0,0
2026-03-31,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.18,52.5,5.16,1141,0,0
2026-04-01,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.34,52.9,5.21,1155,0,0
2026-04-02,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.47,52.3,5.22,1169,0,0
2026-04-03,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.23,53.5,5.1,1175,0,0
2026-04-04,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.45,52.5,5.07,1189,0,0
2026-04-05,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.47,50.9,5.14,1201,1,0
2026-04-06,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.25,53.9,5.16,1211,0,0
2026-04-07,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.32,52.2,5.08,1222,0,0
2026-04-08,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.27,51.5,5.22,1232,0,0
2026-04-09,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.31,53.4,5.16,1245,0,0
2026-04-10,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.34,52.2,5.15,1252,0,0
2026-04-11,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.53,52.1,5.22,1259,0,0
2026-04-12,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.36,52.6,5.04,1273,0,0
2026-04-13,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.58,53.8,5.13,1285,0,0
2026-04-14,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.53,54.4,5.14,1293,1,0
2026-04-15,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.48,54.1,5.09,1304,0,0
2026-04-16,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.39,52.1,5.12,1311,0,0
2026-04-17,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.36,53.4,5.07,1323,0,0
2026-04-18,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.59,54.6,5.13,1336,0,0
2026-04-19,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.4,54.7,5.07,1344,1,0
2026-04-20,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.62,54.0,5.08,1357,0,0
2026-04-21,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.55,52.2,5.0,1370,0,0
2026-04-22,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.61,53.2,5.03,1376,0,0
2026-04-23,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.37,54.4,5.14,1387,0,0
2026-04-24,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.62,52.9,5.18,1398,1,0
2026-04-25,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.57,52.3,5.18,1410,0,0
2026-04-26,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.45,52.9,5.12,1418,0,0
2026-04-27,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.49,54.2,5.02,1432,0,0
2026-04-28,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.42,55.4,5.11,1442,1,0
2026-04-29,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.55,54.6,5.1,1453,0,0
2026-04-30,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.64,54.1,5.03,1459,0,0
2026-05-01,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.57,54.1,4.96,1468,0,0
2026-05-02,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.75,53.5,5.09,1475,0,0
2026-05-03,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.48,54.8,4.96,1487,0,0
2026-05-04,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.57,53.7,4.97,1496,0,0
2026-05-05,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.64,53.7,4.96,1509,0,0
2026-05-06,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.52,53.3,4.95,1520,0,0
2026-05-07,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.52,55.6,4.95,1532,0,0
2026-05-08,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.6,54.4,4.95,1544,0,0
2026-05-09,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.52,54.5,5.09,1551,0,0
